country,year,iso_code,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,
Afghanistan,1824,AFG,,,,,
Afghanistan,1825,AFG,,,,,
Afghanistan,1826,AFG,,,,,
Afghanistan,1827,AFG,,,,,
Afghanistan,1828,AFG,,,,,
Afghanistan,1829,AFG,,,,,
Afghanistan,1830,AFG,,,,,
Afghanistan,1831,AFG,,,,,
Afghanistan,1832,AFG,,,,,
Afghanistan,1833,AFG,,,,,
Afghanistan,1834,AFG,,,,,
Afghanistan,1835,AFG,,,,,
Afghanistan,1836,AFG,,,,,
Afghanistan,1837,AFG,,,,,
Afghanistan,1838,AFG,,,,,
Afghanistan,1839,AFG,,,,,
Afghanistan,1840,AFG,,,,,
Afghanistan,1841,AFG,,,,,
Afghanistan,1842,AFG,,,,,
Afghanistan,1843,AFG,,,,,
Afghanistan,1844,AFG,,,,,
Afghanistan,1845,AFG,,,,,
Afghanistan,1846,AFG,,,,,
Afghanistan,1847,AFG,,,,,
Afghanistan,1848,AFG,,,,,
Afghanistan,1849,AFG,,,,,
Afghanistan,1850,AFG,,,,,
Afghanistan,1851,AFG,0.000001170,0.000001700,0.000002970,0.000000103,
Afghanistan,1852,AFG,0.000002340,0.000003410,0.000005960,0.000000208,
Afghanistan,1853,AFG,0.000003520,0.000005130,0.000008970,0.000000314,
Afghanistan,1854,AFG,0.000004710,0.000006880,0.000012000,0.000000423,
Afghanistan,1855,AFG,0.000005900,0.000008630,0.000015100,0.000000533,
Afghanistan,1856,AFG,0.000007110,0.000010400,0.000018200,0.000000645,
Afghanistan,1857,AFG,0.000008310,0.000012200,0.000021300,0.000000758,
Afghanistan,1858,AFG,0.000009530,0.000014000,0.000024400,0.000000872,
Afghanistan,1859,AFG,0.000010800,0.000015800,0.000027500,0.000000987,
Afghanistan,1860,AFG,0.000012000,0.000017600,0.000030700,0.000001100,
Afghanistan,1861,AFG,0.000013200,0.000019500,0.000033900,0.000001220,
Afghanistan,1862,AFG,0.000014500,0.000021300,0.000037100,0.000001330,
Afghanistan,1863,AFG,0.000015700,0.000023200,0.000040400,0.000001450,
Afghanistan,1864,AFG,0.000017000,0.000025100,0.000043600,0.000001560,
Afghanistan,1865,AFG,0.000018200,0.000027000,0.000046900,0.000001680,
Afghanistan,1866,AFG,0.000019500,0.000028900,0.000050200,0.000001800,
Afghanistan,1867,AFG,0.000020800,0.000030800,0.000053500,0.000001910,
Afghanistan,1868,AFG,0.000022100,0.000032700,0.000056900,0.000002030,
Afghanistan,1869,AFG,0.000023400,0.000034700,0.000060200,0.000002140,
Afghanistan,1870,AFG,0.000024700,0.000036700,0.000063700,0.000002260,
Afghanistan,1871,AFG,0.000026000,0.000038900,0.000067300,0.000002380,
Afghanistan,1872,AFG,0.000027400,0.000041100,0.000070900,0.000002500,
Afghanistan,1873,AFG,0.000028800,0.000043300,0.000074700,0.000002630,
Afghanistan,1874,AFG,0.000030200,0.000045600,0.000078500,0.000002770,
Afghanistan,1875,AFG,0.000031600,0.000047900,0.000082400,0.000002920,
Afghanistan,1876,AFG,0.000033000,0.000050200,0.000086300,0.000003080,
Afghanistan,1877,AFG,0.000034500,0.000052600,0.000090300,0.000003250,
Afghanistan,1878,AFG,0.000035900,0.000055000,0.000094300,0.000003420,
Afghanistan,1879,AFG,0.000037400,0.000057400,0.000098400,0.000003610,
Afghanistan,1880,AFG,0.000038900,0.000059900,0.000102668,0.000003790,
Afghanistan,1881,AFG,0.000040500,0.000062600,0.000107036,0.000003980,
Afghanistan,1882,AFG,0.000042100,0.000065300,0.000111502,0.000004170,
Afghanistan,1883,AFG,0.000043700,0.000068000,0.000116056,0.000004370,
Afghanistan,1884,AFG,0.000045300,0.000070800,0.000120690,0.000004560,
Afghanistan,1885,AFG,0.000047000,0.000073700,0.000125397,0.000004750,
Afghanistan,1886,AFG,0.000048700,0.000076500,0.000130173,0.000004950,
Afghanistan,1887,AFG,0.000050400,0.000079400,0.000135017,0.000005150,
Afghanistan,1888,AFG,0.000052200,0.000082400,0.000139926,0.000005340,
Afghanistan,1889,AFG,0.000054000,0.000085400,0.000144898,0.000005540,
Afghanistan,1890,AFG,0.000055800,0.000088400,0.000149958,0.000005750,
Afghanistan,1891,AFG,0.000057700,0.000091400,0.000155087,0.000005960,
Afghanistan,1892,AFG,0.000059600,0.000094500,0.000160274,0.000006170,
Afghanistan,1893,AFG,0.000061500,0.000097700,0.000165516,0.000006380,
Afghanistan,1894,AFG,0.000063400,0.000100838,0.000170812,0.000006590,
Afghanistan,1895,AFG,0.000065300,0.000104021,0.000176156,0.000006810,
Afghanistan,1896,AFG,0.000067300,0.000107226,0.000181547,0.000007020,
Afghanistan,1897,AFG,0.000069300,0.000110451,0.000186985,0.000007230,
Afghanistan,1898,AFG,0.000071300,0.000113697,0.000192468,0.000007450,
Afghanistan,1899,AFG,0.000073400,0.000116961,0.000197995,0.000007660,
Afghanistan,1900,AFG,0.000075400,0.000120267,0.000203590,0.000007880,
Afghanistan,1901,AFG,0.000077500,0.000123612,0.000209230,0.000008100,
Afghanistan,1902,AFG,0.000079600,0.000126982,0.000214901,0.000008320,
Afghanistan,1903,AFG,0.000081700,0.000130353,0.000220579,0.000008540,
Afghanistan,1904,AFG,0.000083800,0.000133751,0.000226292,0.000008760,
Afghanistan,1905,AFG,0.000085900,0.000137239,0.000232101,0.000008990,
Afghanistan,1906,AFG,0.000088000,0.000140818,0.000238009,0.000009220,
Afghanistan,1907,AFG,0.000090100,0.000144441,0.000243968,0.000009450,
Afghanistan,1908,AFG,0.000092200,0.000148120,0.000249990,0.000009680,
Afghanistan,1909,AFG,0.000094300,0.000151840,0.000256060,0.000009910,
Afghanistan,1910,AFG,0.000096400,0.000155642,0.000262219,0.000010100,
Afghanistan,1911,AFG,0.000098500,0.000159505,0.000268352,0.000010400,
Afghanistan,1912,AFG,0.000100401,0.000163419,0.000274445,0.000010600,
Afghanistan,1913,AFG,0.000102251,0.000167353,0.000280470,0.000010900,
Afghanistan,1914,AFG,0.000104009,0.000171330,0.000286448,0.000011100,
Afghanistan,1915,AFG,0.000105676,0.000175319,0.000292350,0.000011400,
Afghanistan,1916,AFG,0.000107252,0.000179275,0.000298129,0.000011600,
Afghanistan,1917,AFG,0.000108737,0.000183241,0.000303829,0.000011900,
Afghanistan,1918,AFG,0.000110131,0.000187209,0.000309442,0.000012100,
Afghanistan,1919,AFG,0.000111434,0.000191182,0.000314973,0.000012400,
Afghanistan,1920,AFG,0.000112646,0.000195069,0.000320330,0.000012600,
Afghanistan,1921,AFG,0.000113910,0.000198940,0.000325731,0.000012900,
Afghanistan,1922,AFG,0.000115228,0.000202808,0.000331192,0.000013200,
Afghanistan,1923,AFG,0.000116599,0.000206636,0.000336683,0.000013400,
Afghanistan,1924,AFG,0.000118023,0.000210466,0.000342247,0.000013800,
Afghanistan,1925,AFG,0.000119501,0.000214271,0.000347859,0.000014100,
Afghanistan,1926,AFG,0.000121032,0.000218065,0.000353536,0.000014400,
Afghanistan,1927,AFG,0.000122616,0.000221844,0.000359272,0.000014800,
Afghanistan,1928,AFG,0.000124253,0.000225607,0.000365065,0.000015200,
Afghanistan,1929,AFG,0.000125942,0.000229386,0.000370946,0.000015600,
Afghanistan,1930,AFG,0.000127685,0.000233131,0.000376863,0.000016000,
Afghanistan,1931,AFG,0.000129583,0.000236879,0.000382952,0.000016500,
Afghanistan,1932,AFG,0.000131635,0.000240619,0.000389201,0.000016900,
Afghanistan,1933,AFG,0.000133843,0.000244373,0.000395632,0.000017400,
Afghanistan,1934,AFG,0.000136205,0.000248115,0.000402218,0.000017900,
Afghanistan,1935,AFG,0.000138723,0.000251872,0.000408988,0.000018400,
Afghanistan,1936,AFG,0.000141473,0.000255654,0.000416025,0.000018900,
Afghanistan,1937,AFG,0.000144457,0.000259428,0.000423302,0.000019400,
Afghanistan,1938,AFG,0.000147676,0.000263238,0.000430863,0.000019900,
Afghanistan,1939,AFG,0.000151133,0.000267065,0.000438691,0.000020500,
Afghanistan,1940,AFG,0.000154829,0.000270915,0.000446795,0.000021100,
Afghanistan,1941,AFG,0.000158662,0.000274801,0.000455094,0.000021600,
Afghanistan,1942,AFG,0.000162633,0.000278680,0.000463560,0.000022200,
Afghanistan,1943,AFG,0.000166744,0.000282557,0.000472209,0.000022900,
Afghanistan,1944,AFG,0.000170998,0.000286485,0.000481103,0.000023600,
Afghanistan,1945,AFG,0.000175317,0.000290432,0.000490138,0.000024400,
Afghanistan,1946,AFG,0.000179702,0.000294439,0.000499357,0.000025200,
Afghanistan,1947,AFG,0.000184079,0.000298553,0.000508730,0.000026100,
Afghanistan,1948,AFG,0.000188524,0.000302582,0.000518135,0.000027000,
Afghanistan,1949,AFG,0.000193053,0.000306534,0.000527590,0.000028000,
Afghanistan,1950,AFG,0.000197773,0.000310929,0.000537709,0.000029000,
Afghanistan,1951,AFG,0.000202552,0.000315794,0.000548386,0.000030000,
Afghanistan,1952,AFG,0.000207405,0.000321043,0.000559553,0.000031100,
Afghanistan,1953,AFG,0.000212356,0.000326728,0.000571290,0.000032200,
Afghanistan,1954,AFG,0.000217419,0.000332768,0.000583535,0.000033300,
Afghanistan,1955,AFG,0.000222661,0.000339296,0.000596484,0.000034500,
Afghanistan,1956,AFG,0.000228009,0.000346260,0.000610012,0.000035700,
Afghanistan,1957,AFG,0.000233575,0.000353699,0.000624268,0.000037000,
Afghanistan,1958,AFG,0.000239273,0.000361686,0.000639232,0.000038300,
Afghanistan,1959,AFG,0.000245114,0.000370108,0.000654799,0.000039600,
Afghanistan,1960,AFG,0.000251108,0.000378342,0.000670344,0.000040900,
Afghanistan,1961,AFG,0.000255649,0.000385414,0.000683270,0.000042200,
Afghanistan,1962,AFG,0.000260334,0.000391981,0.000695823,0.000043500,
Afghanistan,1963,AFG,0.000265297,0.000398369,0.000708499,0.000044800,
Afghanistan,1964,AFG,0.000270297,0.000403964,0.000720448,0.000046200,
Afghanistan,1965,AFG,0.000275536,0.000409666,0.000732774,0.000047600,
Afghanistan,1966,AFG,0.000281240,0.000415000,0.000745233,0.000049000,
Afghanistan,1967,AFG,0.000286902,0.000419830,0.000757183,0.000050500,
Afghanistan,1968,AFG,0.000292699,0.000424370,0.000769045,0.000052000,
Afghanistan,1969,AFG,0.000297884,0.000428495,0.000779872,0.000053500,
Afghanistan,1970,AFG,0.000302902,0.000432953,0.000790876,0.000055000,
Afghanistan,1971,AFG,0.000307646,0.000437225,0.000801404,0.000056500,
Afghanistan,1972,AFG,0.000309170,0.000441047,0.000807930,0.000057700,
Afghanistan,1973,AFG,0.000311214,0.000444648,0.000814881,0.000059000,
Afghanistan,1974,AFG,0.000314118,0.000448135,0.000822696,0.000060400,
Afghanistan,1975,AFG,0.000317886,0.000451527,0.000831398,0.000062000,
Afghanistan,1976,AFG,0.000321723,0.000454724,0.000840019,0.000063600,
Afghanistan,1977,AFG,0.000324780,0.000457990,0.000847899,0.000065100,
Afghanistan,1978,AFG,0.000327533,0.000460992,0.000855188,0.000066700,
Afghanistan,1979,AFG,0.000329577,0.000464007,0.000861737,0.000068200,
Afghanistan,1980,AFG,0.000331300,0.000466722,0.000867680,0.000069700,
Afghanistan,1981,AFG,0.000334183,0.000469521,0.000874855,0.000071200,
Afghanistan,1982,AFG,0.000336599,0.000472203,0.000881466,0.000072700,
Afghanistan,1983,AFG,0.000337576,0.000475009,0.000886675,0.000074100,
Afghanistan,1984,AFG,0.000336356,0.000477822,0.000889617,0.000075400,
Afghanistan,1985,AFG,0.000333231,0.000480823,0.000890748,0.000076700,
Afghanistan,1986,AFG,0.000327096,0.000483534,0.000888398,0.000077800,
Afghanistan,1987,AFG,0.000321594,0.000486137,0.000886663,0.000078900,
Afghanistan,1988,AFG,0.000316361,0.000488602,0.000885108,0.000080100,
Afghanistan,1989,AFG,0.000311188,0.000490953,0.000883491,0.000081400,
Afghanistan,1990,AFG,0.000306094,0.000492803,0.000881452,0.000082600,
Afghanistan,1991,AFG,0.000301676,0.000494577,0.000880048,0.000083800,
Afghanistan,1992,AFG,0.000300272,0.000495364,0.000880641,0.000085000,
Afghanistan,1993,AFG,0.000298367,0.000495602,0.000880201,0.000086200,
Afghanistan,1994,AFG,0.000296029,0.000496014,0.000879435,0.000087400,
Afghanistan,1995,AFG,0.000293446,0.000496701,0.000878748,0.000088600,
Afghanistan,1996,AFG,0.000292390,0.000498108,0.000880410,0.000089900,
Afghanistan,1997,AFG,0.000293277,0.000500480,0.000885110,0.000091400,
Afghanistan,1998,AFG,0.000295363,0.000501850,0.000890124,0.000092900,
Afghanistan,1999,AFG,0.000299589,0.000503454,0.000897626,0.000094600,
Afghanistan,2000,AFG,0.000301070,0.000504834,0.000901937,0.000096000,
Afghanistan,2001,AFG,0.000299813,0.000506479,0.000903610,0.000097300,
Afghanistan,2002,AFG,0.000302706,0.000509344,0.000910854,0.000098800,
Afghanistan,2003,AFG,0.000307127,0.000512338,0.000919816,0.000100351,
Afghanistan,2004,AFG,0.000313293,0.000514531,0.000929712,0.000101887,
Afghanistan,2005,AFG,0.000321394,0.000516664,0.000941549,0.000103491,
Afghanistan,2006,AFG,0.000332208,0.000518865,0.000956102,0.000105030,
Afghanistan,2007,AFG,0.000343051,0.000521308,0.000970905,0.000106546,
Afghanistan,2008,AFG,0.000355840,0.000524338,0.000988374,0.000108196,
Afghanistan,2009,AFG,0.000369642,0.000528254,0.001007879,0.000109983,
Afghanistan,2010,AFG,0.000387081,0.000532890,0.001031931,0.000111959,
Afghanistan,2011,AFG,0.000404908,0.000538795,0.001057700,0.000113996,
Afghanistan,2012,AFG,0.000422148,0.000543878,0.001082069,0.000116043,
Afghanistan,2013,AFG,0.000439300,0.000548577,0.001105973,0.000118096,
Afghanistan,2014,AFG,0.000456656,0.000553219,0.001130149,0.000120274,
Afghanistan,2015,AFG,0.000471753,0.000558205,0.001152399,0.000122441,
Afghanistan,2016,AFG,0.000485075,0.000562869,0.001172538,0.000124594,
Afghanistan,2017,AFG,0.000496854,0.000569135,0.001192827,0.000126838,
Afghanistan,2018,AFG,0.000508337,0.000575236,0.001212591,0.000129018,
Afghanistan,2019,AFG,0.000518194,0.000582774,0.001232056,0.000131088,
Afghanistan,2020,AFG,0.000530680,0.000589957,0.001253780,0.000133144,
Afghanistan,2021,AFG,0.000546089,0.000596021,0.001277250,0.000135140,
Afghanistan,2022,AFG,0.000559013,0.000603296,0.001299440,0.000137130,
Afghanistan,2023,AFG,0.000571962,0.000611340,0.001322429,0.000139126,
Afghanistan,2024,AFG,0.000585462,0.000619861,0.001346407,0.000141083,
Africa,1750,,,,,,
Africa,1751,,,,,,
Africa,1752,,,,,,
Africa,1753,,,,,,
Africa,1754,,,,,,
Africa,1755,,,,,,
Africa,1756,,,,,,
Africa,1757,,,,,,
Africa,1758,,,,,,
Africa,1759,,,,,,
Africa,1760,,,,,,
Africa,1761,,,,,,
Africa,1762,,,,,,
Africa,1763,,,,,,
Africa,1764,,,,,,
Africa,1765,,,,,,
Africa,1766,,,,,,
Africa,1767,,,,,,
Africa,1768,,,,,,
Africa,1769,,,,,,
Africa,1770,,,,,,
Africa,1771,,,,,,
Africa,1772,,,,,,
Africa,1773,,,,,,
Africa,1774,,,,,,
Africa,1775,,,,,,
Africa,1776,,,,,,
Africa,1777,,,,,,
Africa,1778,,,,,,
Africa,1779,,,,,,
Africa,1780,,,,,,
Africa,1781,,,,,,
Africa,1782,,,,,,
Africa,1783,,,,,,
Africa,1784,,,,,,
Africa,1785,,,,,,
Africa,1786,,,,,,
Africa,1787,,,,,,
Africa,1788,,,,,,
Africa,1789,,,,,,
Africa,1790,,,,,,
Africa,1791,,,,,,
Africa,1792,,,,,,
Africa,1793,,,,,,
Africa,1794,,,,,,
Africa,1795,,,,,,
Africa,1796,,,,,,
Africa,1797,,,,,,
Africa,1798,,,,,,
Africa,1799,,,,,,
Africa,1800,,,,,,
Africa,1801,,,,,,
Africa,1802,,,,,,
Africa,1803,,,,,,
Africa,1804,,,,,,
Africa,1805,,,,,,
Africa,1806,,,,,,
Africa,1807,,,,,,
Africa,1808,,,,,,
Africa,1809,,,,,,
Africa,1810,,,,,,
Africa,1811,,,,,,
Africa,1812,,,,,,
Africa,1813,,,,,,
Africa,1814,,,,,,
Africa,1815,,,,,,
Africa,1816,,,,,,
Africa,1817,,,,,,
Africa,1818,,,,,,
Africa,1819,,,,,,
Africa,1820,,,,,,
Africa,1821,,,,,,
Africa,1822,,,,,,
Africa,1823,,,,,,
Africa,1824,,,,,,
Africa,1825,,,,,,
Africa,1826,,,,,,
Africa,1827,,,,,,
Africa,1828,,,,,,
Africa,1829,,,,,,
Africa,1830,,,,,,
Africa,1831,,,,,,
Africa,1832,,,,,,
Africa,1833,,,,,,
Africa,1834,,,,,,
Africa,1835,,,,,,
Africa,1836,,,,,,
Africa,1837,,,,,,
Africa,1838,,,,,,
Africa,1839,,,,,,
Africa,1840,,,,,,
Africa,1841,,,,,,
Africa,1842,,,,,,
Africa,1843,,,,,,
Africa,1844,,,,,,
Africa,1845,,,,,,
Africa,1846,,,,,,
Africa,1847,,,,,,
Africa,1848,,,,,,
Africa,1849,,,,,,
Africa,1850,,,,,,
Africa,1851,,0.000022100,0.000144409,0.000171513,0.000004990,
Africa,1852,,0.000044500,0.000299543,0.000354108,0.000010100,
Africa,1853,,0.000067200,0.000461082,0.000543463,0.000015200,
Africa,1854,,0.000090100,0.000624848,0.000735397,0.000020500,
Africa,1855,,0.000113268,0.000794821,0.000933884,0.000025800,
Africa,1856,,0.000136639,0.000966313,0.001134140,0.000031200,
Africa,1857,,0.000160285,0.001142587,0.001339510,0.000036600,
Africa,1858,,0.000184223,0.001320602,0.001546964,0.000042100,
Africa,1859,,0.000208455,0.001500533,0.001756665,0.000047700,
Africa,1860,,0.000232978,0.001626365,0.001912583,0.000053200,
Africa,1861,,0.000257979,0.001735199,0.002051997,0.000058800,
Africa,1862,,0.000283459,0.001833785,0.002181658,0.000064400,
Africa,1863,,0.000310186,0.001927073,0.002307279,0.000070000,
Africa,1864,,0.000337395,0.002017962,0.002430995,0.000075600,
Africa,1865,,0.000365094,0.002106613,0.002552976,0.000081300,
Africa,1866,,0.000393184,0.002194051,0.002674146,0.000086900,
Africa,1867,,0.000421755,0.002280582,0.002794901,0.000092600,
Africa,1868,,0.000450856,0.002365160,0.002914246,0.000098200,
Africa,1869,,0.000480453,0.002448840,0.003033206,0.000103913,
Africa,1870,,0.000510548,0.002538018,0.003158178,0.000109611,
Africa,1871,,0.000541782,0.002630110,0.003287288,0.000115397,
Africa,1872,,0.000572951,0.002724275,0.003418615,0.000121389,
Africa,1873,,0.000604589,0.002822375,0.003554643,0.000127678,
Africa,1874,,0.000636695,0.002918755,0.003689780,0.000134329,
Africa,1875,,0.000669274,0.003015863,0.003826515,0.000141378,
Africa,1876,,0.000702431,0.003116033,0.003967297,0.000148833,
Africa,1877,,0.000736090,0.003218551,0.004111317,0.000156676,
Africa,1878,,0.000770249,0.003318534,0.004253644,0.000164861,
Africa,1879,,0.000804919,0.003418887,0.004397118,0.000173312,
Africa,1880,,0.000840114,0.003517208,0.004539252,0.000181930,
Africa,1881,,0.000875680,0.003612417,0.004678742,0.000190645,
Africa,1882,,0.000911622,0.003706633,0.004817699,0.000199443,
Africa,1883,,0.000947228,0.003800313,0.004955855,0.000208313,
Africa,1884,,0.000983175,0.003893936,0.005094357,0.000217246,
Africa,1885,,0.001019526,0.003986881,0.005232642,0.000226235,
Africa,1886,,0.001056376,0.004081320,0.005372976,0.000235279,
Africa,1887,,0.001093605,0.004172193,0.005510176,0.000244377,
Africa,1888,,0.001131179,0.004266584,0.005651296,0.000253533,
Africa,1889,,0.001169136,0.004358574,0.005790462,0.000262752,
Africa,1890,,0.001207464,0.004430074,0.005909946,0.000272408,
Africa,1891,,0.001245556,0.004490647,0.006018362,0.000282159,
Africa,1892,,0.001284509,0.004544333,0.006120851,0.000292009,
Africa,1893,,0.001324030,0.004594348,0.006220341,0.000301963,
Africa,1894,,0.001364005,0.004640555,0.006316585,0.000312024,
Africa,1895,,0.001404483,0.004684390,0.006411071,0.000322198,
Africa,1896,,0.001445372,0.004723572,0.006501432,0.000332487,
Africa,1897,,0.001486594,0.004761185,0.006590674,0.000342895,
Africa,1898,,0.001528263,0.004797095,0.006678785,0.000353427,
Africa,1899,,0.001570066,0.004830546,0.006764697,0.000364084,
Africa,1900,,0.001611758,0.004866372,0.006853001,0.000374872,
Africa,1901,,0.001654350,0.004902862,0.006943000,0.000385788,
Africa,1902,,0.001697781,0.004939686,0.007034300,0.000396833,
Africa,1903,,0.001741892,0.004975270,0.007125169,0.000408008,
Africa,1904,,0.001786610,0.005013379,0.007219305,0.000419317,
Africa,1905,,0.001831881,0.005049747,0.007312395,0.000430767,
Africa,1906,,0.001878089,0.005086697,0.007407154,0.000442368,
Africa,1907,,0.001925090,0.005122633,0.007501855,0.000454132,
Africa,1908,,0.001972764,0.005157457,0.007596295,0.000466074,
Africa,1909,,0.002021381,0.005192494,0.007692088,0.000478213,
Africa,1910,,0.002070902,0.005228885,0.007790356,0.000490568,
Africa,1911,,0.002122503,0.005264197,0.007889929,0.000503229,
Africa,1912,,0.002176466,0.005304127,0.007996930,0.000516337,
Africa,1913,,0.002232685,0.005342878,0.008105569,0.000530005,
Africa,1914,,0.002290602,0.005382770,0.008217698,0.000544326,
Africa,1915,,0.002350171,0.005422081,0.008331615,0.000559364,
Africa,1916,,0.002412220,0.005468041,0.008455422,0.000575161,
Africa,1917,,0.002476613,0.005514830,0.008583175,0.000591732,
Africa,1918,,0.002543084,0.005562453,0.008714608,0.000609071,
Africa,1919,,0.002611406,0.005609555,0.008848103,0.000627143,
Africa,1920,,0.002682059,0.005725612,0.009053561,0.000645890,
Africa,1921,,0.002754118,0.005878893,0.009298339,0.000665329,
Africa,1922,,0.002827328,0.006052236,0.009565105,0.000685541,
Africa,1923,,0.002903236,0.006245604,0.009855415,0.000706574,
Africa,1924,,0.002981499,0.006448576,0.010158515,0.000728440,
Africa,1925,,0.003061929,0.006667193,0.010480235,0.000751114,
Africa,1926,,0.003144375,0.006896714,0.010815627,0.000774538,
Africa,1927,,0.003229561,0.007133949,0.011162127,0.000798617,
Africa,1928,,0.003316772,0.007380818,0.011520812,0.000823222,
Africa,1929,,0.003405800,0.007637462,0.011891451,0.000848188,
Africa,1930,,0.003495811,0.007901502,0.012270627,0.000873313,
Africa,1931,,0.003585747,0.008171715,0.012655871,0.000898410,
Africa,1932,,0.003675739,0.008446930,0.013046014,0.000923345,
Africa,1933,,0.003766643,0.008730634,0.013445301,0.000948023,
Africa,1934,,0.003859374,0.009019703,0.013851460,0.000972383,
Africa,1935,,0.003953868,0.009316589,0.014266855,0.000996399,
Africa,1936,,0.004052341,0.009620765,0.014693186,0.001020079,
Africa,1937,,0.004155625,0.009932349,0.015131442,0.001043469,
Africa,1938,,0.004263924,0.010248891,0.015579463,0.001066648,
Africa,1939,,0.004380910,0.010569868,0.016040510,0.001089732,
Africa,1940,,0.004502909,0.010946221,0.016562000,0.001112869,
Africa,1941,,0.004631763,0.011358117,0.017128011,0.001138132,
Africa,1942,,0.004768288,0.011791348,0.017728563,0.001168929,
Africa,1943,,0.004910455,0.012244683,0.018362958,0.001207820,
Africa,1944,,0.005060153,0.012708358,0.019025035,0.001256524,
Africa,1945,,0.005215794,0.013180882,0.019712588,0.001315912,
Africa,1946,,0.005377763,0.013666427,0.020430202,0.001386012,
Africa,1947,,0.005544514,0.014164525,0.021175046,0.001466006,
Africa,1948,,0.005719383,0.014666633,0.021940248,0.001554232,
Africa,1949,,0.005902797,0.015175322,0.022726299,0.001648181,
Africa,1950,,0.006151859,0.015751841,0.023648202,0.001744502,
Africa,1951,,0.006417772,0.016349135,0.024607157,0.001840250,
Africa,1952,,0.006692504,0.016958656,0.025584895,0.001933736,
Africa,1953,,0.006990285,0.017584799,0.026598778,0.002023693,
Africa,1954,,0.007304710,0.018236121,0.027650110,0.002109278,
Africa,1955,,0.007637205,0.018920755,0.028748028,0.002190069,
Africa,1956,,0.007986946,0.019628195,0.029881209,0.002266067,
Africa,1957,,0.008353571,0.020367213,0.031058481,0.002337696,
Africa,1958,,0.008734975,0.021137603,0.032278381,0.002405805,
Africa,1959,,0.009143029,0.021929970,0.033544660,0.002471662,
Africa,1960,,0.009595549,0.022734314,0.034866821,0.002536960,
Africa,1961,,0.010125584,0.023390057,0.036123428,0.002607788,
Africa,1962,,0.010649555,0.023982314,0.037311442,0.002679572,
Africa,1963,,0.011204046,0.024525618,0.038482193,0.002752530,
Africa,1964,,0.011754444,0.025046347,0.039627798,0.002827005,
Africa,1965,,0.012380385,0.025539096,0.040822733,0.002903251,
Africa,1966,,0.013147485,0.026014211,0.042142201,0.002980505,
Africa,1967,,0.013966654,0.026498375,0.043525029,0.003059999,
